,,path,slice_file_name,fsID,start,end,salience,fold,classID,class,mfccs,predictedClass,,,,,
2,8425,..\.data\UrbanSound8K\audio\fold9\192123-2-0-11.wav,192123-2-0-11.wav,192123,5.5,9.5,1,9,2,children_playing,"[-3.74897822e+02  1.08315542e+02 -2.31345489e+01  5.30800233e+00
 -3.58938963e-02  6.53802865e+00  1.37974576e+00  6.08922406e+00
  3.34419681e+00  1.14771884e+01 -1.02163213e+00  1.84193980e+01
  2.93547649e+00  6.02715999e+00 -4.21917135e+00  4.98655984e+00
 -2.22738823e+00  1.95127391e-01 -4.18298899e+00  5.49755509e+00
 -1.15560694e-01  5.28885861e+00 -2.36162835e+00  3.02436383e+00
 -1.95987096e+00  1.15414942e+00 -2.13649611e+00  3.37830340e+00
 -3.18599626e+00  5.73535243e-01 -2.02198345e+00  7.09499948e-01
 -6.30534003e+00  1.39508139e-01 -4.76733651e+00  2.65396612e-01
 -2.50782461e+00  9.86546311e-02 -4.43638574e+00 -1.29511799e+00]",2,TRUE,,,,
2,187,..\.data\UrbanSound8K\audio\fold1\138031-2-0-45.wav,138031-2-0-45.wav,138031,22.5,26.5,1,1,2,children_playing,"[-7.11313640e+02  1.62303748e+02  5.93519170e+00  2.24651411e+01
  1.72765773e+01  1.92020989e+01  1.35939077e+01  1.27399520e+01
  9.34476975e+00  2.54850933e+00  2.42114877e+00  5.96526175e+00
  3.86220898e+00  4.84759834e+00  1.50057537e+00  6.90687000e+00
  1.54732082e+00  2.99973042e+00  3.33042239e+00  6.06697095e+00
  4.46131625e+00  7.52164203e+00  4.30027354e+00  2.32787529e+00
  1.77273607e+00  4.29474044e+00 -5.58425171e-01  4.14783101e-01
  1.89657438e+00  4.28262096e+00  2.27081774e-01  3.90884341e-01
 -3.46202067e-01  9.36564324e-02 -1.87247656e+00  5.07195643e-01
  8.08696138e-01  1.19289683e-01 -8.06667316e-01  1.75985126e+00]",2,TRUE,,,,
2,1265,..\.data\UrbanSound8K\audio\fold10\178826-2-0-28.wav,178826-2-0-28.wav,178826,14,18,1,10,2,children_playing,"[-2.52375238e+02  1.61362949e+02 -4.81648955e+01  2.09578719e+01
 -3.95869753e+00  1.72072507e+01  5.68765990e+00  6.07527521e+00
  9.24081943e+00  3.91829106e+00 -3.10564510e+00  6.39967599e+00
  3.72573013e+00  1.07729488e+01  5.71122709e-01  4.92456465e+00
 -3.10881827e+00  2.10046029e+00 -4.25854248e-01  3.88259819e+00
 -1.10566894e+00  3.68774814e+00 -2.27984563e-01  3.33224213e+00
  4.94464250e-01  6.71850997e+00  2.08828828e+00  3.28492184e+00
 -2.52871881e+00  2.23885298e+00  7.82270141e-02  1.41440111e+00
 -4.00271190e+00 -6.72162982e-01 -2.30913911e+00  2.57316175e+00
  6.27180731e-01  1.82310394e+00 -2.01679354e+00  8.12595534e-01]",2,TRUE,,,,
2,1935,..\.data\UrbanSound8K\audio\fold2\155219-2-0-24.wav,155219-2-0-24.wav,155219,12,16,2,2,2,children_playing,"[-2.56434349e+02  1.06490957e+02  1.24809508e+01  8.51206889e+00
  1.29966688e+01  1.09473344e+01  1.74097583e+01  4.94618735e+00
 -1.41869545e+00  9.55921988e+00 -6.55575168e+00  8.52763320e+00
  9.87554039e-01  9.42191718e+00  2.31727351e-02  8.02363336e+00
 -1.42844531e-02  4.21874388e+00 -3.07071428e+00  4.81567034e+00
 -7.35515572e-01  7.58853313e+00 -1.73211735e+00  4.64394008e+00
 -2.96726593e-01  3.46451588e+00 -9.82062028e-01  4.42442537e+00
 -2.54190410e+00  1.75363896e+00  6.90363104e-01  3.77522436e+00
 -4.11210365e+00  1.85019600e+00 -1.90895193e+00  1.74787615e+00
 -1.64510207e+00  4.77256593e-01 -2.75981665e+00  2.23024948e+00]",2,TRUE,,,,
2,4287,..\.data\UrbanSound8K\audio\fold4\34056-2-0-61.wav,34056-2-0-61.wav,34056,30.5,34.5,2,4,2,children_playing,"[-2.94537418e+02  1.11706396e+02 -4.24171918e+00  4.02040062e+01
 -3.60069774e+00  4.46735695e+00 -2.08511788e+01 -1.36353602e+01
 -3.95972687e+00  4.65617370e+00 -4.84081619e+00  4.10192859e+00
 -1.31831549e+00  1.70758808e+00 -4.72225296e+00  5.13667046e+00
 -5.53288600e-01  2.48014630e+00 -1.59905805e-01  3.67778061e+00
 -4.78079496e+00  4.63729293e+00 -3.58734766e-02  1.70408737e+00
 -3.22380849e+00  1.81967737e+00 -3.04115374e+00  2.48712607e+00
 -2.98318026e+00  3.28716417e+00  2.51091246e-01  2.53765589e+00
 -2.18952801e+00  2.71664445e+00 -2.05578125e+00  2.13887418e+00
 -1.88385360e+00  1.95692929e-02 -3.75269020e+00  1.45179866e+00]",2,TRUE,,,,
2,849,..\.data\UrbanSound8K\audio\fold1\97317-2-0-22.wav,97317-2-0-22.wav,97317,11,15,1,1,2,children_playing,"[-172.90209865   66.32869251  -71.07355263    6.55388657   -6.32509938
    1.59427727   -9.67477394   11.59619472    4.56731319   14.73035268
    5.7435854    10.61566128    6.49412199    4.06678983   -9.63991234
   13.9811615     2.11804241   12.14927179    3.8807095     8.81723715
    8.97626616    9.00956051   -0.82962337    3.38122247   -0.18520092
    5.47051462   -6.37476043    4.12622378    2.56880184    1.02171902
    1.81591904    6.65420826    0.62324755    3.80493632   -1.70940511
    4.39755307   -1.18187722    1.16898036   -0.18588126    4.22202427]",2,TRUE,,,,
2,3983,..\.data\UrbanSound8K\audio\fold4\175904-2-0-64.wav,175904-2-0-64.wav,175904,32,36,1,4,2,children_playing,"[-3.01724220e+02  1.09716685e+02 -1.18154081e+01 -9.14885981e+00
 -6.26991347e+00  1.11609705e+00  2.79040091e-01 -5.77965854e+00
  3.54712425e+00 -6.63528754e-01 -5.24746900e+00  1.85268983e+00
  6.92180339e-01  9.35054248e+00 -7.48702687e-02  6.11181124e+00
  6.51703926e-01  5.87461713e+00  1.92328115e+00  9.91931860e+00
  2.24911795e+00  5.87073138e+00 -9.64678700e-01  3.99859103e+00
 -5.96093331e-01  2.95878318e+00 -3.70823737e+00  3.32106688e+00
 -1.72173254e+00  2.28511186e+00 -1.71713698e+00  2.66484852e+00
 -1.98460528e+00  2.96103988e-01 -3.76947639e+00  5.01348205e-01
 -2.94799710e+00  2.39069296e+00 -3.08940203e-01  1.48294305e+00]",2,TRUE,,,,
2,1386,..\.data\UrbanSound8K\audio\fold10\197554-2-0-28.wav,197554-2-0-28.wav,197554,24.850495,28.850495,1,10,2,children_playing,"[-4.12666034e+02  8.66297719e+01 -2.34558256e+01  3.57142797e+01
  1.42610824e+01  2.35752400e+01  2.35444853e+01  2.24300591e+00
  1.25250153e+01  8.48378241e+00  7.55725117e+00  1.08557594e+01
 -5.22759667e-01  9.53907334e+00  2.86759661e+00  4.89278918e+00
  6.46722275e-01  5.06011821e+00 -5.79713497e-01  1.98826382e+00
 -3.23341044e+00  5.95050027e+00 -3.30123189e+00  6.75462737e+00
 -1.12740830e+00  5.36741989e+00  6.08826350e-02  3.11867051e+00
 -6.95052892e-01  2.43712838e+00  3.24107798e-01  2.68763486e+00
 -1.02274183e+00  2.64030567e+00 -1.06128509e+00  2.33723830e+00
 -1.43469962e+00  2.51918634e+00 -1.69102379e+00  1.10370967e+00]",2,TRUE,,,,
2,2549,..\.data\UrbanSound8K\audio\fold2\84359-2-0-5.wav,84359-2-0-5.wav,84359,2.5,6.5,2,2,2,children_playing,"[-2.64878518e+02  1.17506630e+02 -1.60947466e+01  3.37861981e+01
  2.70656275e+00  1.64506658e+01  3.95493344e+00  1.75399824e+01
 -3.11889934e+00 -1.36430718e+00 -1.51317846e+01  6.90225315e+00
  8.68121146e-01  3.55345938e+00  1.23795474e-01  1.56224328e+00
 -3.85647009e+00  2.73593618e+00 -1.50155355e+00  2.74400565e+00
  1.15083473e+00  3.61406024e+00 -1.25721954e+00  1.99108572e+00
 -1.26651452e-01  2.27171514e+00 -2.22959731e+00  4.54862746e+00
 -2.82127660e+00  2.74765601e+00 -1.52710736e+00  4.81814976e+00
 -3.77608039e+00  2.76941081e+00 -5.16724366e+00  1.35663942e+00
 -2.44099936e+00  1.92090989e+00 -1.81671254e+00  1.65500007e+00]",2,TRUE,,,,
2,5130,..\.data\UrbanSound8K\audio\fold5\204408-2-0-54.wav,204408-2-0-54.wav,204408,27,31,2,5,2,children_playing,"[-3.51582749e+02  1.73261147e+02 -2.48690657e+01  1.22018683e+01
  7.74799401e+00  2.16720047e+01  1.39095849e+01  1.30102302e+01
  1.18051229e+00  1.27259783e+01 -7.04384962e-01  2.39476055e+00
  8.89230258e+00  7.15183489e+00  3.11176989e+00  6.88056086e+00
 -5.34306554e+00  3.19527106e+00 -2.80819823e+00  3.33235844e-01
 -2.66881135e+00 -6.16235716e-01 -6.94627265e-02  2.16518707e+00
 -1.07375081e+00  3.96104909e+00 -3.73513221e+00  2.77465382e+00
 -3.04300251e+00 -2.64249844e+00  8.78040533e-01 -9.52053327e-01
 -3.52575672e+00 -9.03542953e-01 -3.47386072e+00  5.96994795e-02
 -3.14295170e+00 -1.79010393e+00 -6.19611506e-01 -3.29477254e+00]",5,FALSE,,,,
2,5388,..\.data\UrbanSound8K\audio\fold5\80806-2-0-1.wav,80806-2-0-1.wav,80806,0.5,4.5,2,5,2,children_playing,"[-120.05261301   72.08054055  -12.11084591   14.38395449   -4.719502
   16.8445233    -0.86248972   12.61730422    2.90369441    7.87898387
   -1.2410443     5.0893587    -4.75436923    3.33366592   -6.65297675
   -1.74528765   -6.71130815    1.78642799   -2.41543382    1.89652748
   -6.83303516    1.22809199   -5.2800975     0.22926542   -5.16996201
    0.35186538   -5.10058131    0.32128844   -4.60658518    0.58236467
   -4.87477695    0.71761304   -4.93684309   -1.08806298   -4.84171552
   -0.45995286   -4.70988522   -0.91623684   -4.85778755   -0.16908602]",2,TRUE,,,,
2,6252,..\.data\UrbanSound8K\audio\fold6\97331-2-0-59.wav,97331-2-0-59.wav,97331,29.5,33.5,1,6,2,children_playing,"[-182.64060122   82.10467701  -92.69736288   -4.78784995  -12.72880888
  -11.73800436   -2.69579679   -0.40466236    4.56845599   15.31956214
    4.30108631    1.20957697   -2.08726787    0.8158431    -4.77464652
    9.6170317     0.41802568    2.24526108   -5.15018788   -4.91886675
    5.3829312     4.66303828    1.54026568    2.93022886   -1.20611775
   -0.83103436   -7.84383086    2.05035271    3.10658504    1.9644734
    0.64116937    2.98728139   -0.60324895   -2.71489153   -6.3376998
    1.66672552    3.00216017    3.17888356   -1.15273127   -3.17519933]",2,TRUE,,,,
2,7056,..\.data\UrbanSound8K\audio\fold7\81788-2-0-51.wav,81788-2-0-51.wav,81788,25.5,29.5,2,7,2,children_playing,"[-2.94282153e+02  3.43068689e+01  1.17599584e+01  3.36914424e+01
 -1.21742598e+01  2.05647103e+01 -2.70669418e+00 -3.96517072e+00
  1.58638318e+01 -1.76001859e+01 -2.14147388e+00  3.60155958e+00
 -9.08924630e+00 -2.63958917e+00  3.06150589e+00 -6.08277765e+00
  1.18199645e+00  1.82875315e+00 -7.48550715e+00  6.22291851e-01
 -5.44829250e+00  5.90831112e-01 -5.51547194e+00  7.50434967e-01
 -7.46950963e+00  2.95501036e+00 -4.45251737e+00  8.29920498e-02
 -4.81637190e+00  1.84767868e+00 -2.39558838e+00  2.67264276e+00
 -4.38512161e+00  3.20470293e+00 -2.56339206e+00  1.53961823e+00
 -2.43073652e+00  1.98103526e+00 -1.52196655e+00 -2.53937051e-01]",7,FALSE,,,,
2,1387,..\.data\UrbanSound8K\audio\fold10\197554-2-0-3.wav,197554-2-0-3.wav,197554,12.350495,16.350495,1,10,2,children_playing,"[-4.50166614e+02  9.48964684e+01 -3.00768212e+01  5.08234331e+01
  1.41757148e+01  1.42481440e+01  2.36353663e+01  1.05602694e+01
  1.84502517e+01  8.55759691e+00  2.55702656e+00  1.53808298e+01
 -1.59716737e+00  7.93592798e+00 -1.79644421e+00  1.01077033e+01
  8.69300348e-01  5.18797901e+00  3.36931807e+00  7.27507019e+00
  3.87086020e-01  4.22648197e+00 -3.06194068e+00  4.16667373e+00
 -2.56806874e+00  4.09333283e+00 -3.48892472e+00  1.55495630e+00
 -7.87410008e-01  2.35801437e+00 -2.04994044e+00  1.24243453e+00
 -1.91383955e+00  1.28080678e+00 -2.30842629e+00  1.78184496e+00
 -2.63063079e+00  1.80062946e+00 -2.31475692e+00  2.04218523e+00]",2,TRUE,,,,
2,994,..\.data\UrbanSound8K\audio\fold10\129750-2-0-48.wav,129750-2-0-48.wav,129750,24,28,2,10,2,children_playing,"[-3.61767499e+02  1.34210951e+02 -1.15715862e+01 -9.44450351e+00
 -1.39772501e+01 -1.76489112e+00 -2.20633635e+00  1.14717575e+01
 -3.28948667e+00  6.49728995e+00 -1.82531558e+00  4.62013343e+00
  6.89620067e-01  4.22553467e+00  1.73985544e+00  4.00937772e+00
 -1.08702860e+00  4.47433698e+00 -1.14005622e+00  4.50664618e+00
 -1.64437434e+00  4.41116124e+00 -3.10847353e+00  4.17584002e+00
  3.56708123e-01  4.56329905e+00 -1.11931954e+00  4.42283018e+00
  2.83908976e-02  3.24990252e+00 -1.21243585e+00  3.41513405e+00
 -2.93843359e-01  3.08432126e+00 -1.51469287e+00  2.92327467e+00
 -4.76213571e-01  3.63889434e+00 -9.14715385e-01  1.79123822e+00]",2,TRUE,,,,
2,2125,..\.data\UrbanSound8K\audio\fold2\182739-2-0-13.wav,182739-2-0-13.wav,182739,6.5,10.5,1,2,2,children_playing,"[-3.22331240e+02  1.74448019e+02 -5.74717546e+01  2.51482435e+01
 -1.17117201e+01  7.08064548e+00 -5.69764428e+00  4.46038643e+00
  1.35375464e-02 -2.48342734e+00 -5.57513387e+00  3.28101260e+00
 -1.03987574e+00  3.94732097e+00  1.91752862e-01  5.63892868e+00
 -2.22272944e+00 -3.26840289e+00 -1.91454769e+00  1.84065731e+00
 -4.02265752e+00  4.60785570e-01 -1.36487274e+00  4.71301874e+00
  5.04640636e-01  4.01343064e+00  7.71140122e-02  1.69338247e+00
 -7.39241582e-01  2.10229090e+00 -1.60974857e+00  1.87008579e+00
 -5.29606541e-01  1.27749231e+00 -1.28825050e+00 -4.06501310e-01
 -1.64883186e+00 -5.21649319e-01 -1.07587626e+00  8.70077674e-01]",2,TRUE,,,,
2,6976,..\.data\UrbanSound8K\audio\fold7\66619-2-0-18.wav,66619-2-0-18.wav,66619,27.004678,31.004678,2,7,2,children_playing,"[-1.87546062e+02  1.33877624e+02 -3.05480169e+01  2.62147609e+01
 -4.37970490e+00  1.85501360e+01 -8.02895747e+00  8.05184096e+00
 -7.56770161e+00  6.94455577e+00 -7.77615058e+00  4.87549978e+00
 -5.37972409e+00  2.00883102e+00 -4.37334851e+00 -1.60226851e+00
 -9.24835718e+00 -8.20867355e-01 -5.64870769e+00  1.81604007e+00
 -4.20821620e+00 -2.46783293e+00 -6.23649541e+00 -1.73395555e+00
 -4.64752126e+00  1.13155011e+00 -5.38470109e+00  8.44554011e-01
 -5.78196902e+00 -1.07266963e+00 -4.27160850e+00 -1.00640579e-01
 -5.23453965e+00  1.12631306e+00 -4.73164193e+00  8.07738444e-01
 -2.23845726e+00  5.35541767e-01 -2.56850930e+00 -2.53048029e-01]",2,TRUE,,,,
2,2004,..\.data\UrbanSound8K\audio\fold2\160011-2-0-9.wav,160011-2-0-9.wav,160011,6.584127,10.584127,2,2,2,children_playing,"[-248.57219205  132.67329802    0.9503336    24.01897828   11.99003903
   11.43809977   -0.35350215   10.40926712    5.11355159    9.36184741
    2.12309452    7.05188506   -2.76791294    4.32529664    1.48464567
    4.57434995   -2.10591317    4.5193202    -1.53969081    5.73904054
   -0.89307805    2.30824714   -3.24684856    3.05601422   -0.5153959
    1.92758463   -1.1072979     1.84160647   -1.46418227    2.91217508
   -3.53654791    1.26870325   -2.46763657    2.00478482   -1.83615013
    1.84225129   -3.12955792    0.51259499   -2.75505548    1.60638593]",2,TRUE,,,,
2,6183,..\.data\UrbanSound8K\audio\fold6\82368-2-0-10.wav,82368-2-0-10.wav,82368,5,9,1,6,2,children_playing,"[-3.06992014e+02  1.14040806e+02 -9.27000673e+00  3.95917325e+01
  1.97761258e+01  2.73688340e+00 -6.74052365e+00 -7.96751328e-02
 -1.09274884e+01 -4.25967929e+00 -1.15674196e+01 -1.63812109e+00
 -1.12607458e+01  1.05204928e+00 -3.41389076e+00 -5.49424415e+00
 -7.48656039e+00  8.17203884e-01 -7.91506938e+00 -2.94224053e+00
 -1.06219350e+01 -5.20470510e+00 -3.27375870e+00 -7.22545599e-01
 -6.44871266e+00  3.93015054e+00 -4.39489869e+00  1.38105418e+00
 -1.00169046e+00  7.12379267e-01 -1.90421198e+00  7.25788239e-01
 -7.42438440e-01  7.57301190e-01 -3.86701493e+00  3.47168293e-01
 -4.31306914e+00  1.25690311e-01 -3.18967366e+00  5.22719867e-01]",3,FALSE,,,,
2,7072,..\.data\UrbanSound8K\audio\fold7\84143-2-0-15.wav,84143-2-0-15.wav,84143,7.5,11.5,2,7,2,children_playing,"[-1.54975249e+02  1.31709318e+02 -4.65227289e+01  2.04016995e+01
 -1.31181946e+01  5.77684472e+00 -1.12126229e+01  4.62467217e+00
 -7.99119223e+00  9.30953117e+00 -5.51064431e+00  5.52083098e+00
 -4.98269484e+00  2.05446380e+00 -5.73473194e+00  1.01087647e+00
 -8.68295891e+00  1.29758023e+00 -5.36384289e+00 -1.13165091e-01
 -3.58669885e+00  1.33278538e+00 -4.86629354e+00 -9.56842193e-01
 -6.42618487e+00 -1.37091925e+00 -6.37376363e+00 -2.57098033e-01
 -4.21985830e+00 -1.55272794e+00 -5.34517511e+00 -2.10257771e+00
 -4.09765650e+00 -9.28140393e-01 -4.67990748e+00 -2.77902475e+00
 -5.69142401e+00 -1.00454870e+00 -5.08060026e+00 -5.21886768e-01]",2,TRUE,,,,
2,587,..\.data\UrbanSound8K\audio\fold1\196079-2-0-0.wav,196079-2-0-0.wav,196079,0,2.391542,1,1,2,children_playing,"[-4.15132336e+02  8.71752983e+01 -7.16495571e-01  3.30458469e+01
  7.10367346e+00 -7.15337401e+00 -7.92005522e+00 -1.20723346e+00
  5.09817148e+00 -5.55091610e+00  2.13052357e+00  3.98037897e+00
 -2.78645324e+00  1.04889574e+00  4.84665451e+00  2.93777936e-01
  4.09829831e+00  5.40293296e+00  1.95029522e-01  9.86983404e+00
  7.52904611e+00  1.98886036e+00  6.96348539e+00  4.75526480e+00
 -1.69251812e+00  3.65056082e+00 -3.30011507e-01  2.81553088e+00
  1.19088315e+00  1.73473181e+00 -1.82554797e+00  1.98206569e+00
  8.89144392e-01 -5.67639908e-01 -1.26910818e-01  8.35797092e-01
  1.15331426e+00  3.07627386e+00  1.17161291e+00  3.84397665e+00]",2,TRUE,,,,
2,6195,..\.data\UrbanSound8K\audio\fold6\85249-2-0-25.wav,85249-2-0-25.wav,85249,12.5,16.5,1,6,2,children_playing,"[-3.99747735e+02  6.72104010e+01 -4.37551987e+01  3.15893967e+01
 -9.83676503e+00  2.34941844e+01 -4.52294088e+00  3.52151272e+00
  3.74788492e+00  5.27378563e+00  3.98981308e+00  7.96358110e+00
  7.51012564e+00  1.05063158e+01  6.33585902e+00  1.77043738e+00
  2.22093122e+00  5.23154790e+00  3.32159491e+00  4.36732412e+00
 -2.27555164e+00  2.63989643e+00  3.28102928e+00  7.09111166e+00
 -1.70418915e+00  2.00760833e+00 -2.68799119e+00 -3.19327158e+00
 -4.10476703e+00  7.66271888e-02 -4.97311954e+00 -2.09216265e+00
 -2.89559889e+00  2.57110535e+00  8.32388424e-01  1.92860521e+00
 -1.81597264e-01 -3.87986770e-01 -3.37866055e+00 -4.21604292e-01]",2,TRUE,,,,
2,2654,..\.data\UrbanSound8K\audio\fold3\123399-2-0-19.wav,123399-2-0-19.wav,123399,9.5,13.5,1,3,2,children_playing,"[-2.81366451e+02  1.08525174e+02 -3.27484410e+01  1.84954527e+00
 -1.77236044e+01  1.31751294e+00  1.07632694e+00 -1.77280997e+00
 -5.46425129e-01  7.52011764e+00  8.73349505e-01  1.34290488e+01
  1.65598927e+00  6.40562081e+00 -2.25777531e+00  1.45076113e+00
 -1.53851978e+00  3.19132942e+00 -3.18215133e+00  4.44242089e+00
 -2.15601268e+00  1.75881540e+00 -6.41040387e+00  1.77047128e-01
 -2.98504618e+00 -9.77084723e-01 -4.26231562e+00 -2.50250138e+00
 -3.98219774e+00  3.94191565e-01 -6.92466713e-01 -2.46858890e-02
 -1.88188849e-01  5.83211656e+00  1.06137747e+00  4.79215170e+00
 -8.39715837e-01  8.20165605e-01 -5.68570316e-01  4.70951701e+00]",2,TRUE,,,,
2,8446,..\.data\UrbanSound8K\audio\fold9\204067-2-0-35.wav,204067-2-0-35.wav,204067,17.5,21.5,1,9,2,children_playing,"[-4.39080047e+02  1.35790632e+02 -2.07983093e+01  3.21715988e+00
 -8.96217063e+00  1.32698907e+01 -5.66633440e+00 -1.40498243e+00
 -2.66715592e+00 -2.14487813e+00 -2.02960137e+00  9.84494845e-01
  5.29513467e-01  8.21609141e+00  5.93099860e+00  6.38217677e+00
  6.27331685e-01  4.63370821e+00  1.01765861e+00  3.12159679e+00
  1.60632029e+00  5.74236177e+00  1.92051502e+00  4.66784270e+00
  1.25315908e+00 -5.50373237e-01 -4.04904292e+00  1.47721791e+00
 -5.16107343e-01 -7.61245281e-01 -2.62213914e+00 -3.13703892e-01
 -2.02454968e+00  8.29914173e-01 -2.36555083e+00 -1.26184394e+00
 -1.69689278e+00  1.18210749e+00 -7.96584192e-01 -3.00380344e-01]",9,FALSE,,,,
2,1316,..\.data\UrbanSound8K\audio\fold10\188497-2-0-1.wav,188497-2-0-1.wav,188497,0.5,4.5,1,10,2,children_playing,"[-5.69422916e+02  1.68400047e+02 -3.29612393e+01  2.05738220e+01
 -1.84853486e+01  1.10189897e+01  5.54499551e+00 -3.37850555e+00
 -6.66941900e+00 -2.16447471e+00 -7.84915843e+00  8.10863485e+00
 -4.70269571e+00 -4.55435755e+00 -2.34340817e+00 -3.71394789e-01
 -8.42014752e+00 -2.57203546e+00 -8.00606843e+00  3.78081553e+00
 -5.02972806e+00 -1.53709064e+00 -2.60762679e+00  4.13673521e-01
 -4.23183823e+00  2.31760105e+00 -5.40486865e+00 -1.92730319e+00
 -3.20963210e+00  1.62678581e+00 -7.35290534e+00 -1.80594324e+00
 -3.62487937e+00  1.37923792e+00 -4.20624559e+00 -1.04011800e+00
 -1.46080385e+00  3.30243405e+00 -3.05362744e+00 -4.82964850e-01]",2,TRUE,,,,
2,3457,..\.data\UrbanSound8K\audio\fold3\88569-2-0-77.wav,88569-2-0-77.wav,88569,38.5,42.5,2,3,2,children_playing,"[-1.51078660e+02  1.01007644e+02 -1.73757940e+01  9.43909813e+00
 -3.05817213e+00  1.09393310e+00  9.08118800e-01  7.66520225e+00
 -7.41277109e-01  6.62745256e+00 -3.53861908e+00  5.11960165e+00
 -3.42070328e+00  3.57879561e+00 -3.17282660e+00  5.61953367e+00
 -1.37434722e+00  4.29850711e+00 -2.65429760e+00  2.97196634e+00
 -2.86531319e+00  2.18370344e+00 -2.05510932e+00  2.04963271e+00
 -2.63059290e+00  1.83627649e+00 -2.71021981e+00  1.18776711e+00
 -3.63166769e+00  7.18568081e-01 -3.43084414e+00  7.38305138e-02
 -2.01462946e+00  1.82938111e+00 -3.03588229e+00  6.86359796e-02
 -2.41520878e+00  1.05242136e+00 -2.65790277e+00  1.76413378e+00]",2,TRUE,,,,
2,1775,..\.data\UrbanSound8K\audio\fold2\109703-2-0-48.wav,109703-2-0-48.wav,109703,24,28,2,2,2,children_playing,"[-3.49940142e+02  1.05476325e+02 -8.40226880e+00  1.68827529e+01
 -5.05768029e+00  9.18295890e+00  2.46370605e+00  5.44988926e+00
 -7.41951127e+00  4.61527398e+00 -3.27506221e+00  4.63766482e+00
  1.28337189e+00  6.76133094e+00 -3.20053348e+00  4.13535101e+00
 -3.83194771e+00  3.46930058e+00 -2.21010280e+00  4.96207905e+00
 -2.99471643e+00  1.97217708e+00 -3.31269708e+00  2.33101618e+00
 -1.42198643e+00  4.37830191e+00 -3.19139623e+00  4.16019547e+00
 -2.60454576e+00  1.82823985e-03 -4.34676457e+00  1.55468618e+00
 -1.80975268e+00  2.68670945e+00 -1.73367726e+00  1.03553526e+00
 -2.70118577e+00  5.51302232e-01 -4.30636495e+00 -2.36281448e-01]",2,TRUE,,,,
2,6980,..\.data\UrbanSound8K\audio\fold7\66619-2-0-7.wav,66619-2-0-7.wav,66619,21.504678,25.504678,2,7,2,children_playing,"[-2.05243893e+02  1.41283103e+02 -3.72118843e+01  2.71839226e+01
 -6.16868969e+00  1.75039359e+01 -9.73375584e+00  7.31688412e+00
 -7.09349703e+00  5.49770040e+00 -7.06458757e+00  3.43417114e+00
 -4.08040437e+00  4.06733701e+00 -4.28341744e+00 -2.95481688e-01
 -7.67996075e+00 -5.13532362e-01 -6.53899334e+00  2.81531228e+00
 -3.31682795e+00  5.90792697e-01 -5.71889464e+00 -2.82255250e+00
 -5.44092440e+00 -7.68741348e-01 -4.37009618e+00  2.14126348e-01
 -3.38682579e+00 -8.00407537e-02 -3.76412600e+00 -1.46844253e+00
 -3.34207156e+00  8.98330160e-01 -2.82169100e+00  2.54945044e-01
 -2.38448904e+00  8.47939668e-01 -2.67436357e+00 -9.13138809e-01]",2,TRUE,,,,
2,2130,..\.data\UrbanSound8K\audio\fold2\182739-2-0-62.wav,182739-2-0-62.wav,182739,31,35,1,2,2,children_playing,"[-3.11202043e+02  1.67700416e+02 -4.75407141e+01  2.15621084e+01
 -1.29401942e+01  5.94051396e+00 -6.42199742e+00  4.33020149e-01
 -6.49846955e-01  6.59519077e-01 -4.41334847e+00  2.72642091e+00
 -8.09906596e-01  1.24330373e+00 -2.26619840e+00  2.89939917e+00
  2.85946927e-01 -1.80665514e+00 -5.29036462e+00 -1.89862413e-01
 -3.39142913e+00  1.75923307e+00 -3.72630675e+00 -2.45644766e-01
 -9.85963165e-01  1.30402484e+00 -1.14717187e+00  1.51066412e+00
 -1.29952724e+00  2.92832680e+00  7.16362236e-02  8.85899235e-01
 -2.09972095e+00  1.41959833e+00 -2.43688002e-02  1.33949454e+00
 -1.19466448e+00  1.70772192e-01 -1.65058315e+00  5.20979156e-01]",2,TRUE,,,,
2,204,..\.data\UrbanSound8K\audio\fold1\143651-2-0-55.wav,143651-2-0-55.wav,143651,27.5,31.5,2,1,2,children_playing,"[-3.61390443e+02  8.84806981e+01 -1.58464666e+00  2.90344698e+01
 -9.08996061e+00  1.81545059e+01 -7.99258411e+00  4.91538591e+00
  6.20083510e+00 -1.53479569e+01  4.16157018e+00 -2.24064291e+01
  3.17305952e+00 -1.57919217e+01 -4.51868112e+00 -8.02486327e+00
 -5.25249723e+00  2.86550453e+00 -1.31366830e+01  1.03781574e+01
 -1.22883707e+01  1.07631413e+01 -1.13672279e+01  1.10798396e+01
 -8.68755407e+00  8.08464559e+00 -6.34725974e+00  2.52188334e+00
 -2.00096593e+00 -3.16584964e+00 -4.77974124e+00 -1.64238876e-01
 -7.57985841e-01 -1.83507584e+00 -1.72958342e+00 -1.32286836e-01
 -1.39108333e+00  3.29118421e-01 -1.01508796e+00  3.26645268e+00]",2,TRUE,,,,
