path,slice_file_name,fsID,start,end,salience,fold,classID,class,mfccs
data\UrbanSound8K\audio\fold4\7389-1-0-0.wav,7389-1-0-0.wav,7389,0.0,4.0,2,4,1,car_horn,"[-2.06680028e+02  1.34916650e+02 -6.03187764e+01  5.85486858e+01
 -3.96659725e+01  2.56830224e+01 -3.90768353e+01  1.43912317e+01
 -1.19442400e+01 -1.64059388e+00 -8.79439329e+00  2.59654749e+00
  6.49200881e-01 -3.02025742e+00  3.30976600e+00 -5.09758538e+00
  4.56207786e+00 -2.33142778e+00 -6.14034153e-01 -4.66920414e+00
  1.27520050e+00 -1.10259303e+01  1.21085800e+00 -4.59715826e+00
  1.47813502e+00  8.94682224e-02  5.45895130e+00  4.76529074e-01
  3.21310498e-01  6.68342629e+00 -9.54923115e-01 -5.87119120e-01
 -4.03533224e-01  6.07401449e-01 -4.82955772e+00  2.45699811e+00
 -1.07331236e+00  1.02498976e+00 -7.32311302e+00 -1.87062687e+00]"
data\UrbanSound8K\audio\fold5\72259-1-5-4.wav,72259-1-5-4.wav,72259,118.52864199999999,122.52864199999999,2,5,1,car_horn,"[-2.56867060e+02  2.07647507e+02 -6.67541412e+01  3.34919795e+01
 -1.91232835e+01  1.12049654e+01 -1.51517478e+01  1.64311730e+01
  8.54099518e+00 -3.70381068e+00  3.28271570e+00  3.84202834e+00
  9.42047882e+00 -7.30979663e+00  5.39438706e-01 -1.53604022e+00
  4.21926492e+00 -1.72511183e+00  5.74676358e-01  6.18019649e+00
 -1.99556180e+00  2.15412671e+00  1.82319892e+00  1.01479120e+00
 -1.15000148e-01  3.20798605e-01 -9.15432522e-01 -5.56384594e+00
 -1.32080893e+00  8.88669145e-01 -4.17097463e-02 -5.61207078e+00
 -1.24568427e+00  5.09766890e+00  6.47630596e+00  1.68281135e+00
 -7.63430724e+00 -3.64256200e+00 -3.25896247e+00  2.54097249e-01]"
data\UrbanSound8K\audio\fold4\44278-1-1-0.wav,44278-1-1-0.wav,44278,9.944179,10.282033,2,4,1,car_horn,"[-4.40704639e+02  1.84875023e+02 -1.11320361e+00  1.28012851e+01
  3.31924229e+00  1.51372253e+01 -1.10682102e+01  7.01546088e-02
 -5.75964042e+00 -7.55952266e+00 -1.75533127e+01 -1.43623069e+01
 -1.70956397e+01 -1.22096402e+01 -1.88020965e+01 -1.21808826e+01
  3.50982993e+00  1.15982835e+01  8.67060659e+00  6.86069256e+00
  1.36276773e+01  1.19831428e+01 -1.36268212e+00 -1.34286050e+01
 -2.60773337e+00  3.72294562e+00  2.01212979e+00 -8.65972541e+00
 -8.20591142e+00 -4.61047715e+00 -5.16503945e+00 -6.26026083e+00
 -1.17355890e+00  3.57416200e+00 -2.41450048e+00 -2.27820848e+00
  4.49179834e+00  1.20704236e+01  6.04688895e+00 -1.63138998e+00]"
data\UrbanSound8K\audio\fold3\9674-1-0-0.wav,9674-1-0-0.wav,9674,1.062597,5.062597,1,3,1,car_horn,"[-155.13735225  107.48476551  -75.70564894   -0.42748385  -21.33272254
   -9.51336803  -20.99317335    2.59757207   -0.59748438   -8.20528381
   -7.64722201   -2.7480512   -17.5872082   -14.91603765   -5.78515333
    3.05463997    3.54203337   17.04182063   19.23484927   11.30267073
    1.65458539   -1.21426576   -3.15248019    2.62323625   -1.11310899
   -7.17140737  -11.13150431   -7.51538783   -0.21836375    1.80377137
   -6.16285923   -8.84991577    5.02542669   18.646286     10.06923507
   -9.90585883  -23.53766797  -10.37955829   14.50254445   20.90450537]"
data\UrbanSound8K\audio\fold9\54187-1-0-1.wav,54187-1-0-1.wav,54187,0.689361,4.689361,1,9,1,car_horn,"[-155.47883668   25.79832406  -48.6747041    28.0522866    -5.42789773
   -6.4791276   -34.6561288     4.40072077    0.66078919  -18.33196926
  -39.66178029   -0.28034204  -17.90211422  -16.18368689  -16.35809276
   -0.95031409   -6.67441742    1.09658319   11.59406716   23.22701399
   31.83430588   37.18541371   27.32829698   22.42513307    2.71966761
    0.56246792    1.4836264     2.55580325  -11.3951604   -16.23132867
  -12.09093775   -4.46076623   -2.78831974    2.85091138   -2.27567632
  -11.24396365   -2.72666374   11.77821835    6.87268493    2.79152531]"
data\UrbanSound8K\audio\fold4\7389-1-4-14.wav,7389-1-4-14.wav,7389,167.76124199999998,171.76124199999998,2,4,1,car_horn,"[-2.41837878e+02  1.84219352e+02 -5.33565976e+01  3.39522184e+01
 -6.99063220e+00 -4.21740893e-01 -2.34940572e+01  1.39599487e+01
  4.43712702e+00 -1.92463364e+01  4.85691431e-01  7.51408757e+00
  2.19107035e+00 -7.00211410e+00  1.42535843e+00  1.73502521e+00
 -7.51494147e+00 -6.01390519e+00 -3.14397933e+00 -3.70824179e-01
  4.76884033e+00  1.74178599e+00  5.46960898e+00 -1.65254327e+00
 -7.28618943e+00 -5.16845330e+00 -1.12046715e+00  2.29780859e-01
  2.91204632e+00 -1.46058233e+00 -4.88048762e+00 -4.53762180e+00
 -4.69420694e+00  3.55966732e+00 -3.04962400e-01 -1.27225077e+00
 -5.05863076e+00 -2.56041564e+00 -1.20184320e+00 -5.50574471e-01]"
data\UrbanSound8K\audio\fold6\128465-1-0-1.wav,128465-1-0-1.wav,128465,7.677949000000001,11.677949,2,6,1,car_horn,"[-199.14325139  201.97999167  -80.74483462   41.57197797   13.03270238
    2.51911717  -30.17081776   14.47357585   22.46000065  -14.49525728
  -14.73139281   12.5851027    -1.52157281  -15.10071698   -5.1949458
    1.98564561   -1.83744226   -7.02807854   -2.8120906    -8.86704953
   -2.4483761    -0.41575955   -6.41518296   -8.93052521   -1.98582776
   -6.85754867   -8.59061579   -2.51653375    0.52192119    2.78301358
   -3.26859194   -1.94563502    3.08376036   -2.40970917   -3.31821071
   -0.78330396    0.98465682   -2.24674859   -4.51615896   -1.37466865]"
data\UrbanSound8K\audio\fold6\82317-1-0-0.wav,82317-1-0-0.wav,82317,10.968053,14.968053,2,6,1,car_horn,"[-2.51967461e+02  1.89140143e+02 -1.64172623e+01  2.57015911e+01
  6.14070156e+00  8.37157505e+00 -8.45791090e+00  1.00947197e+01
  4.47404191e+00 -1.04268568e+00 -1.35618807e+00 -4.57017495e+00
  1.27388573e+00 -2.74608640e+00 -9.81124632e+00 -5.22004235e+00
 -1.25003092e+00  1.46305506e+00 -5.12802136e+00 -3.40730485e+00
 -3.37047883e-02  5.15234284e-01 -3.63722759e+00 -3.25267862e+00
 -1.76849076e+00 -3.16402281e-02 -2.30415910e+00 -3.83204544e+00
 -4.06440939e+00 -1.78089629e-01 -8.67186236e-01 -4.82165182e+00
 -4.00027483e+00  1.67714301e+00 -1.09661299e-02 -4.69476970e+00
 -4.74065413e+00  2.35338288e+00  1.38315316e+00 -2.56194397e+00]"
data\UrbanSound8K\audio\fold1\24074-1-0-3.wav,24074-1-0-3.wav,24074,14.560993,18.560993,1,1,1,car_horn,"[-273.57519733  203.38895652  -57.7256283     4.41828753    2.58051697
   14.56294463   -6.58414171    9.24950149   23.53529214   -5.71977791
   -4.44043592    3.21283631    7.34367932  -11.12641898   -6.5610255
    6.34255669    6.76730936    8.7582689     5.75555317   10.05385002
    6.51617214    3.0030302     6.18461236    5.79268229   -1.848751
   -9.92415686   -9.88530189   -3.38900606    5.06801073    4.78911304
   -3.2283312    -6.2458616     3.37939545   13.54891039   13.77706183
    0.66227301  -16.91014051  -17.3227634    -0.72599184   14.63715214]"
data\UrbanSound8K\audio\fold7\83488-1-0-0.wav,83488-1-0-0.wav,83488,2.859771,3.4407699999999997,1,7,1,car_horn,"[-1.74012332e+02 -2.08200568e+01 -5.85850589e+01  5.88676651e+01
  2.18467482e+01 -1.83370042e+00 -2.67010806e+01 -9.98055456e+00
  1.20424843e+01 -2.25995991e+01 -2.81294558e+01 -3.05778985e+00
  4.40719751e+00 -9.90240030e+00 -4.50005501e+00  1.05234813e+00
 -1.70994647e-01  1.61088579e+01  9.08761025e+00  2.60220614e+01
  3.26498442e+01  1.09836383e+01  1.21560021e+01  1.33616733e+00
 -8.63153216e+00 -1.38188756e+00  1.11122478e+01  1.36687932e+00
 -1.68292760e+00 -6.87392376e+00 -1.19802067e+01 -2.62130082e+01
 -6.44533276e+00  7.96954737e+00 -1.26611127e+01 -1.15108416e+01
 -4.51347971e+00  3.85880577e+00  2.79796723e+01  2.66747527e+01]"
data\UrbanSound8K\audio\fold3\18594-1-3-0.wav,18594-1-3-0.wav,18594,44.50593,44.750801,1,3,1,car_horn,"[-1.23300461e+02  1.30821759e+02 -5.50458351e+01 -5.81361789e+00
 -1.34561978e+01  5.20131322e+00 -1.11755959e+01 -9.33618323e+00
 -5.78649617e+00 -1.17694264e+01 -1.52489771e+01 -2.38119596e+00
 -1.25524377e+01  2.99430594e-01  3.90829866e+00  4.00356974e+00
  7.34046759e+00  1.67791138e+01  1.23625865e+01  4.40666682e+00
  4.65723064e+00  4.57117632e-02  3.70451661e+00  3.72202768e+00
 -7.38809192e+00 -1.08769983e+01 -6.49375777e+00  6.22656956e-01
  3.73396581e+00 -2.68474421e+00 -1.09438799e+01 -6.80767649e+00
  4.74099153e+00  1.29432307e+01  8.12132830e+00 -1.05967110e+01
 -1.77329127e+01 -6.61880300e+00  8.35178231e+00  1.23968402e+01]"
data\UrbanSound8K\audio\fold3\199769-1-0-5.wav,199769-1-0-5.wav,199769,3.3482730000000003,7.348273,1,3,1,car_horn,"[-196.27734503  161.74449331  -26.43762793    0.3896455   -18.58963639
   20.41616029  -15.43449693   12.81394291   -5.94804419    1.31930444
   -3.61027795   -2.26383045   -9.20580698   -8.32677564   -9.12932662
    1.78205145   15.8398592    26.18209028   32.91276911   27.32590121
   18.79555101    7.78509468   -3.39019606    0.5015151    -6.91151442
  -16.93625747  -23.70216506   -1.89705543    5.53388318   -4.75542427
  -15.52936385   -4.30686773    9.905106     21.46226236   16.70600615
   -1.47150399  -30.47049859  -19.04545071   13.01877641   26.09266205]"
data\UrbanSound8K\audio\fold2\72567-1-4-3.wav,72567-1-4-3.wav,72567,56.18066999999999,60.18066999999999,2,2,1,car_horn,"[-2.38435536e+02  1.43405925e+02 -1.15279680e+02  7.35026208e+01
 -5.42040710e+01  2.21481856e+01 -1.56448170e+00 -1.24765168e+01
 -3.13667281e+00  5.27587060e+00 -1.46386299e+01 -3.83319583e+00
  8.97063857e+00 -1.92205535e+01  1.78925721e+01 -9.52946614e+00
  6.91518779e+00 -2.49614120e-01 -3.10462295e+00  3.01268019e+00
 -7.87495855e+00  2.82537299e-01 -9.15781177e+00  1.14969593e+00
 -7.65819251e+00  4.99256621e+00 -6.04588689e+00  1.79387463e+00
 -1.17199168e+00 -7.21005704e+00  8.30371060e+00 -9.80666286e+00
  3.24286406e+00 -5.87543148e+00 -9.29677241e-01  2.06633484e-01
 -2.44910976e+00  2.31249437e+00 -3.07953919e+00 -6.83904088e-02]"
data\UrbanSound8K\audio\fold2\72567-1-2-3.wav,72567-1-2-3.wav,72567,34.253993,38.253993,2,2,1,car_horn,"[-198.97000849  128.39808512 -132.49756142   64.55346919  -50.27515357
   21.55580536  -13.69965016   -3.50062498   -3.16830343    1.42059593
   -8.55526744  -13.92090337   16.97679375   -9.69103554   15.57293539
   -2.79233756    2.61024821   -4.52971466    0.56132104    1.32548086
   -9.45683385    0.20897096  -12.42810384    5.04850621   -8.08853353
    2.53829461   -1.24967805   -8.78176627   -0.6672504    -3.4575592
   -0.95032454   -4.46848369    1.65003209  -14.88023618   -1.30390019
    4.76233654    1.98081933    3.15468171    1.29031811    1.77048738]"
data\UrbanSound8K\audio\fold7\156091-1-0-0.wav,156091-1-0-0.wav,156091,1.1755950000000002,2.9223,2,7,1,car_horn,"[-118.50940046  182.79068044  -30.91590662   32.09031333    5.01238795
   27.41496154   -2.69353713    8.32491725   -7.12828658    4.24902439
   -1.58793641    8.03224751    7.44314988    6.19648566   -4.96955156
    9.9362607    -1.13430561   -7.23666566   -1.22475703    3.63088675
    4.23871157   -3.02077251    6.06181487    0.23960276   -3.65084677
   -2.6689458     1.39895069    5.39871798    2.81949581   -5.0428847
   -2.36122126    3.70803087   -2.63165866   -1.57555769   -1.90774176
    0.37323038   -3.77869208   -0.32271752    3.1754434     4.62837932]"
data\UrbanSound8K\audio\fold10\54086-1-2-0.wav,54086-1-2-0.wav,54086,3.066229,4.353687,1,10,1,car_horn,"[-291.23957141  -12.49538951  -50.47138101   38.47890615   19.11709901
   -4.03643907  -42.97402825    9.54010293   29.75340082    2.1153589
  -24.11201756    5.19963669    9.82694689    2.61464372   -5.96921706
   -1.7934279     6.61954056   -1.64197141   -6.93927302   -7.04701081
    0.41979688   -0.67582956   12.32779921   25.6019638    47.45279082
   41.90876441   30.14457785   19.75907026    3.93673589   -5.50716785
   -2.1393838     7.92847861    8.48410694    6.42567301    0.58760834
   -4.17204921   -4.82569763    2.4083624     7.38895382    8.26127565]"
data\UrbanSound8K\audio\fold3\199769-1-0-9.wav,199769-1-0-9.wav,199769,5.348273000000001,9.348273,1,3,1,car_horn,"[-197.77151549  146.95794333  -29.96181433   -1.75523508  -11.59718913
   22.98911961  -23.2550136    11.55952347   -9.52599858   -7.05431262
   -1.3262314     7.23751655   -9.24033288  -11.5248966    -9.79822091
   -2.36936211    9.1955186    23.33860895   34.2697964    35.09951658
   27.55933989   19.35995102   -6.71060657   -7.11785887  -13.24376089
  -23.04697458  -31.75000844   -3.05074237    9.40084205    7.65111553
  -14.54699214   -8.14481267    6.4047964    20.17996667   14.74946422
    0.95930361  -34.17476238  -19.97486541   11.1488789    28.23827857]"
data\UrbanSound8K\audio\fold7\34241-1-1-0.wav,34241-1-1-0.wav,34241,3.6534410000000004,5.08707,2,7,1,car_horn,"[-3.09043924e+02  1.48832773e+02 -6.39499875e+01  3.75300289e+01
 -2.26141261e+01  2.98043978e+00 -2.52659591e+01 -8.62396160e-01
 -2.25581185e-01 -2.46523004e+01 -2.04017155e+01  2.61065597e-01
 -5.90056306e+00 -8.00806096e+00 -5.19821149e+00 -5.28946450e+00
 -1.78822986e+00 -1.13044170e+01  7.48692179e+00 -2.81146177e+00
 -6.88712700e+00  4.93762278e-01  5.24192122e+00 -2.07537270e+00
  1.66452127e+00  1.08487152e+01  8.90242813e+00  6.89824149e+00
 -3.02035617e+00  1.15256334e-01 -4.71885455e-01  8.43113620e-01
  1.72467009e-01  5.69775456e+00 -6.70737137e-01 -3.32170273e+00
 -1.20105103e+00 -5.70989755e+00 -2.32021093e+00 -3.02280160e+00]"
data\UrbanSound8K\audio\fold3\175854-1-0-0.wav,175854-1-0-0.wav,175854,0.060186,0.751776,1,3,1,car_horn,"[-288.26997609  190.76808073  -65.75274211   23.43944693   -4.01905859
    3.36094116   -1.68691017  -13.10113624   14.50554092    1.25988075
  -11.42693826    0.47317749   -0.87726243   -6.49473747   -6.25339156
    2.56610166    3.10966746   12.3289981    24.90571745   10.73301307
    7.0706892    13.99686423   14.91999289    5.0846344    -4.02740179
  -13.47656809  -20.2115147   -14.36971041    3.11399625   14.51789384
    3.08934361   -5.69305346   -1.06093641   11.21298899   19.36731256
    6.28829844  -15.65020144  -19.07823112   -6.63021436   12.90563699]"
data\UrbanSound8K\audio\fold2\160011-2-0-7.wav,160011-2-0-7.wav,160011,5.5841270000000005,9.584127,2,2,2,children_playing,"[-3.06800099e+02  1.58573340e+02  1.51954951e+01  1.20709906e+01
  9.12031805e+00  1.40317620e+01  2.44548975e+00  7.92033640e+00
  5.13754037e+00  3.98925478e+00  6.60936452e+00  7.29493685e+00
  1.20425674e+00  4.64213374e+00  2.06214401e+00  2.68976608e+00
 -2.23393173e-01  2.14923508e+00  1.75198919e+00 -3.53053322e-01
  1.54439355e+00  1.15113039e+00  2.15043461e+00  2.35045849e+00
  1.69392118e+00  5.79099338e-01 -1.98011591e+00 -2.67920518e-01
 -8.38457317e-01  1.60568006e+00  4.90722602e-01  1.99295476e+00
 -5.68330452e-01  9.32811616e-01 -8.92927845e-01 -3.10842115e-01
 -1.95692024e+00 -9.95571232e-01  6.60081438e-01  1.22002508e-01]"
data\UrbanSound8K\audio\fold7\155238-2-0-47.wav,155238-2-0-47.wav,155238,23.5,27.5,2,7,2,children_playing,"[-2.89504419e+02  1.85971110e+02 -3.43979565e+01  3.30551436e+01
  7.36190276e+00  1.33786504e+01  8.79068894e+00  1.59633289e+01
  4.97219910e+00  4.21213748e+00  1.06097640e+01  2.50401082e+00
  3.03028296e+00  3.88161532e+00  1.81628547e+00  4.03167280e+00
  3.18244341e+00  2.72814437e+00  1.89561467e+00  1.26200983e+00
  1.02720135e+00  2.50641262e+00  8.66751719e-01  2.16728733e+00
  1.37566848e+00  8.09531878e-01  2.49281063e+00  2.96917398e-01
  1.77165786e+00  1.65081248e+00  1.03433162e+00  6.65140902e-01
 -5.80153599e-03  8.80345640e-01  5.32611143e-01  1.20520956e+00
  1.13447910e-01  3.00830960e-01  3.88366952e-01 -2.81895795e-01]"
data\UrbanSound8K\audio\fold10\129750-2-0-45.wav,129750-2-0-45.wav,129750,22.5,26.5,2,10,2,children_playing,"[-3.89443311e+02  1.64547878e+02 -7.06658684e+00  3.98673227e+00
 -2.44125682e+01  7.10024294e+00 -1.31551233e+01  7.08017161e+00
  1.48454080e+00  5.31997218e+00 -1.20890530e+00  5.13934912e+00
  2.10496907e+00  4.30434088e+00  3.60967132e+00  3.58084625e+00
 -3.99480678e-01  4.41526980e+00 -1.18259173e+00  2.42623783e+00
  1.89778568e-01  1.23973300e+00 -2.07540915e-01 -2.85204152e-01
 -3.18490143e-01  1.65424035e+00 -7.13790917e-01  7.42484259e-01
  3.86298167e-01  1.56362035e+00  3.44344559e-01  1.66976662e+00
  5.85574165e-01  2.01453859e+00  7.04068870e-01  4.40168410e-01
  1.39150968e-01  1.01166088e+00  1.03016699e+00  5.53601784e-01]"
data\UrbanSound8K\audio\fold9\161005-2-0-12.wav,161005-2-0-12.wav,161005,6.0,10.0,2,9,2,children_playing,"[-2.70358614e+02  1.63231583e+02 -3.61917538e+01  1.64571871e+01
 -2.06013367e+00  2.61689530e+01  4.39812072e+00  2.32981832e+01
 -1.20989801e+01  1.32294316e+01 -5.45955711e-01  1.18025649e+01
  4.57405043e+00  7.22258723e+00  3.03799151e+00  7.53442604e-01
  6.31473278e+00  3.52801854e-01  4.53845942e+00 -4.78108378e+00
  7.28891003e+00 -2.64345499e+00  5.29756261e+00  3.13050983e-02
  1.79045214e+00 -4.08196660e+00  1.87483913e+00 -1.52408846e+00
  7.72854286e-01  2.26221734e+00 -3.99088763e+00 -6.41953514e-01
 -1.13325877e+00  3.08919019e+00 -1.22501758e+00  1.42082253e+00
 -7.84652055e+00  1.19650987e+00  7.96415006e-01  1.07181777e+00]"
data\UrbanSound8K\audio\fold4\192382-2-0-18.wav,192382-2-0-18.wav,192382,9.0,13.0,1,4,2,children_playing,"[-3.80447277e+02  1.43638022e+02 -2.05414496e+01  5.33502560e+00
 -8.03134494e+00 -1.49541284e+01  1.44082705e+00  9.10733748e+00
 -1.95693252e+01 -4.10023158e+00 -2.12562580e-01 -6.04617987e+00
 -2.84432729e+00  3.28496120e-01  4.48186785e+00  9.30795192e+00
  2.40924974e+00  5.28838403e-01 -7.59485218e+00 -4.64971809e+00
 -1.67614351e-01  6.52706170e+00 -7.67041291e-01 -1.85358195e+00
 -2.73769321e+00  2.93943635e-01  1.33291878e+00  2.85082415e+00
  4.55222827e+00  2.67282020e+00 -2.65968654e+00  2.99553232e+00
  7.45518373e-01 -2.32743150e+00 -7.43195414e-01  2.37668556e+00
 -1.77225062e+00 -1.11169025e+00  6.29895078e-01 -8.77311371e-02]"
data\UrbanSound8K\audio\fold7\158593-2-0-8.wav,158593-2-0-8.wav,158593,11.320678,15.320678,2,7,2,children_playing,"[-3.08893630e+02  1.70945251e+02 -1.43780794e+01  2.48149963e+01
  9.67089476e+00  2.12938314e+01  7.70365893e+00  1.24925525e+01
  8.37305550e+00  1.49110073e+00  6.29031987e+00  8.04114681e+00
  4.22232612e+00  3.18774536e+00  1.64705573e+00  3.17953447e+00
  1.82525203e+00  2.21887672e+00  1.00621020e+00  1.17380498e+00
  1.07243083e+00  3.14149872e+00  5.23724564e-01  1.11448865e+00
  6.73456069e-01  1.72244741e+00  8.15605854e-01  6.23737739e-01
  6.15637255e-01  7.68808853e-01 -2.94246854e-01  8.58957340e-01
 -9.70145472e-01  9.01758217e-01  1.27138269e-01 -5.13423833e-02
 -1.61143121e-02  5.99196500e-01  3.28871178e-01  8.42971903e-02]"
data\UrbanSound8K\audio\fold1\105415-2-0-8.wav,105415-2-0-8.wav,105415,4.0,8.0,1,1,2,children_playing,"[-298.07570314  175.96805529  -32.77236844    9.33830974  -14.8977677
   13.71730325  -13.41398071   -2.77646794  -11.02642408   -6.23148956
   -6.22531806   -2.39847903   -9.81019279   -1.57825695   -6.85287264
    2.42715077   -4.35822434    2.28689957   -7.83932525   -5.55345959
   -5.6594867    -3.60504059   -5.23216326   -3.63991615   -6.43821766
   -2.83368214   -5.43826863   -4.7974446    -4.03543185   -1.0021594
   -2.44523882   -4.10118723   -5.24140464   -4.30154118   -4.20854828
   -3.13062428   -0.87244657   -1.53298354   -3.06773595   -5.02738166]"
data\UrbanSound8K\audio\fold5\31150-2-0-6.wav,31150-2-0-6.wav,31150,3.0,7.0,2,5,2,children_playing,"[-175.14695905  211.46479252 -120.87581185   -3.83189498   12.01320307
  -24.81407122   14.38477794  -10.91265098   -8.01467762    2.49857841
  -16.33068115   -1.59404351   -1.66577134   -1.74393871    7.52951085
   -5.64346084   -4.10468786   -0.2727742    -1.11518146    3.94531161
   -3.32709564   -3.02575005   -1.21658706   -4.45974042    0.8751816
   -3.40772913   -2.53555212    3.00070505   -4.37118971   -1.79923492
   -0.85093713   -4.97071216    0.32398779   -2.97089901   -4.84994012
   -1.71865846   -3.72937128    0.39624021   -0.63317491   -3.80905744]"
data\UrbanSound8K\audio\fold6\169045-2-0-1.wav,169045-2-0-1.wav,169045,0.5,4.5,1,6,2,children_playing,"[-188.27003982  181.02138368  -60.95475978   -4.85489815   -7.87247299
   -2.43158054   -0.68281215    9.8215902    -6.71772664   -7.71748838
    3.69120318   -3.33866027   -0.89426033    1.82144475    0.46055985
    7.14901975    3.19867527    1.41546223    0.51699228    1.80072604
    0.57660923   -0.72085031    1.62961954   -0.24181047    4.60107293
    6.64868662    0.68120143   -0.28745787    1.31494966    2.0341845
    1.2765563     3.23106487    1.52062691    2.95188345    1.53532033
    0.7338781     3.7164599     0.9417565    -1.33037008   -1.84584133]"
data\UrbanSound8K\audio\fold6\193697-2-0-110.wav,193697-2-0-110.wav,193697,55.0,59.0,2,6,2,children_playing,"[-4.03864574e+02  1.58967647e+02 -5.54427670e+01 -1.15919727e+00
 -1.88224447e+01 -2.02161686e+00 -5.08065440e-01  2.38273596e+00
 -3.35119536e-01 -5.23387120e+00 -1.08276299e+00 -5.33819358e+00
 -7.06206216e+00 -6.85536681e+00 -5.21149084e+00 -5.06902004e+00
 -6.76901441e+00 -5.87155258e+00 -5.69794049e+00 -5.14404759e+00
 -4.88862503e+00 -4.03049356e+00 -5.81815226e+00 -7.13638432e+00
 -6.85873785e+00 -5.95516724e+00 -4.70582150e+00 -5.48138995e+00
 -5.76493463e+00 -5.29100728e+00 -3.50213342e+00 -3.76698396e+00
 -3.94453060e+00 -2.42586284e+00 -1.46778945e+00 -1.62806882e+00
 -3.57579801e+00 -4.12115525e+00 -2.46233439e+00 -2.08111024e+00]"
data\UrbanSound8K\audio\fold10\14470-2-0-14.wav,14470-2-0-14.wav,14470,7.0,11.0,1,10,2,children_playing,"[-3.75996182e+02  1.70406952e+02 -5.57919150e+01  2.46668853e+01
 -1.98664780e+01 -7.99311946e+00 -4.79677847e+00 -1.31035709e+00
 -1.49392335e+01 -1.91573914e+00 -4.12097516e+00 -3.37389659e+00
 -4.68986851e+00 -1.01513431e+01 -1.14052262e+01  4.54890644e+00
 -1.36099043e+00  9.74303216e-02 -3.24112318e+00 -3.88334046e+00
 -3.76343969e+00 -7.56183817e+00 -1.57331891e+00 -1.77236449e+00
 -6.38277355e+00 -2.87829774e+00  2.59664889e+00 -3.01022395e+00
 -1.99386690e+00 -1.45604365e+00 -1.94488392e+00 -3.29171301e+00
 -1.24569694e+00 -3.79785542e-01 -2.47678332e+00 -2.97548150e+00
 -2.98783001e+00 -4.57698288e+00 -5.40192185e-01 -1.11235376e+00]"
data\UrbanSound8K\audio\fold4\17480-2-0-9.wav,17480-2-0-9.wav,17480,4.5,8.5,2,4,2,children_playing,"[-3.34659592e+02  1.06389659e+02 -1.07472251e+01  2.70440838e+01
 -1.10310219e-02  1.33837133e+01  9.67260468e-01  9.53871926e+00
  5.93611494e+00  4.23364852e-01  3.63048151e+00 -4.37822781e+00
  1.80882691e+00  6.10401158e-01  3.75379882e+00  2.67027436e+00
  3.16141616e+00  2.48136321e-01 -1.28787657e+00  1.25504300e+00
  7.29529765e-01  1.27721697e+00  2.64041686e-01  9.49132620e-02
  5.46182473e-01 -1.73550777e-01  1.03262139e+00 -3.52853371e-01
  3.21190645e+00  2.29418408e-02  1.29357860e+00 -6.01215374e-01
  1.91072062e+00  7.48702040e-01  2.53999085e+00 -2.95141395e-01
  1.90112463e+00  2.14007556e-01  9.25875258e-01  1.19372073e-01]"
data\UrbanSound8K\audio\fold3\132855-2-0-58.wav,132855-2-0-58.wav,132855,29.0,33.0,2,3,2,children_playing,"[-4.74295635e+02  2.04735649e+02  8.32233083e+00  1.77616019e-01
 -5.53468690e-01  6.79302973e+00  4.64061052e+00  6.67701489e+00
  6.04613756e+00  2.03156789e-01  4.11722043e+00  6.54681240e+00
  2.17446799e+00  3.97857818e+00  2.16282996e+00  5.14928604e+00
  4.70226030e+00  3.34768266e+00  1.73238466e+00  1.78991144e+00
  8.47244252e-01  3.30436297e+00  2.22238770e+00  3.52314045e+00
  2.55723976e+00  8.90352143e-01 -1.47850848e-01  6.96344233e-01
 -1.18279225e+00  6.81130548e-01 -3.99766262e-01  1.31401850e+00
  3.89655792e-01 -2.33300122e+00 -1.67844281e+00 -4.82993480e-01
 -3.85800383e-01  1.28213126e+00 -1.30611015e+00 -1.11316354e+00]"
data\UrbanSound8K\audio\fold7\61503-2-0-5.wav,61503-2-0-5.wav,61503,2.5,6.5,1,7,2,children_playing,"[-231.32822617   12.7641601   -28.02502163   12.2976901    10.99175648
   14.50199367  -11.3633963    14.12332799   -4.37719155    2.88564491
    0.52652275   -1.20546969    0.33124807    1.08159796    2.21824172
   -3.05317528   -1.98687152    4.07550443   -1.97977024    1.00876434
    1.64293109   -3.95976941   -0.25089646    3.10177395   -0.44728858
   -1.08216057    0.3525313     1.40917423   -0.92062104   -0.93864494
    0.92470623   -2.49630017   -1.67412997   -1.01304865   -0.74057988
    1.40313509   -2.61936351   -0.37247396   -1.35875464   -0.82030756]"
data\UrbanSound8K\audio\fold10\14470-2-0-21.wav,14470-2-0-21.wav,14470,10.5,14.5,1,10,2,children_playing,"[-4.30386175e+02  1.80280634e+02 -1.45974674e+01  1.48372134e+01
 -1.11277663e+01 -1.72044995e+01 -1.07919945e+01 -7.26059755e+00
 -5.15741207e+00 -7.16244518e+00 -1.05934475e+00 -1.43406732e-01
 -4.10297446e+00 -1.55484687e+00 -9.10183777e-01  1.97732316e+00
 -1.07779462e-01 -4.38235209e+00 -5.25956835e+00 -4.71477776e+00
 -3.60865627e+00 -2.40387166e+00  1.81009034e+00 -4.13041176e-01
 -3.93290899e+00 -2.59842711e+00 -1.29513150e+00 -2.63536894e+00
 -3.66288956e+00 -3.57312988e+00 -3.39738314e+00 -2.56977111e+00
 -2.06215407e+00 -4.73367787e+00 -5.85369317e+00 -3.75742368e+00
 -2.96949369e+00 -2.92166707e+00 -2.29670471e+00 -2.55281260e+00]"
